timeframe,sep_pct,direction,sl_kind,sl_val,is_trades,is_wr,is_pf,is_net,is_avg_pct,oos_trades,oos_wr,oos_pf,oos_net,oos_avg_pct
4h,1.0,long only,Percent,5.0,79,44.3,0.954,-940.41,-0.119,82,56.1,0.772,-3841.26,-0.4684
4h,1.0,short only,Percent,5.0,90,40.0,0.796,-5359.24,-0.5955,76,53.95,0.708,-4840.3,-0.6478
4h,1.0,both,Percent,8.0,146,50.68,0.805,-10377.8,-0.7108,131,65.65,0.748,-7892.81,-0.5967
4h,1.0,long only,Percent,8.0,67,55.22,0.939,-1287.39,-0.1921,68,67.65,0.822,-2632.87,-0.3872
4h,1.0,short only,Percent,8.0,79,46.84,0.714,-9090.4,-1.1507,63,63.49,0.681,-5259.94,-0.8229
4h,1.0,both,1R to TP,,137,48.91,0.852,-6607.16,-0.4823,151,52.32,0.928,-1883.31,-0.1197
4h,1.0,long only,1R to TP,,69,47.83,0.955,-796.43,-0.1154,80,50.0,1.059,653.12,0.0816
4h,1.0,short only,1R to TP,,68,50.0,0.785,-5810.72,-0.8545,71,54.93,0.825,-2536.43,-0.3466
4h,1.0,both,ATR,1.0,217,31.8,1.011,437.52,0.0202,276,27.17,0.696,-9244.01,-0.3369
4h,1.0,long only,ATR,1.0,101,34.65,1.168,2775.43,0.2748,135,31.11,0.792,-3140.49,-0.2326
4h,1.0,short only,ATR,1.0,116,29.31,0.895,-2337.91,-0.2015,141,23.4,0.602,-6103.52,-0.4367
4h,1.0,both,ATR,1.5,186,38.71,0.992,-335.36,-0.018,235,36.17,0.745,-8550.71,-0.3674
4h,1.0,long only,ATR,1.5,88,39.77,1.033,639.52,0.0727,117,38.46,0.76,-4180.93,-0.3573
4h,1.0,short only,ATR,1.5,98,37.76,0.959,-974.89,-0.0995,118,33.9,0.728,-4369.78,-0.3774
4h,1.0,both,ATR,2.0,174,42.53,0.857,-7250.14,-0.4167,201,42.79,0.721,-9435.46,-0.4736
4h,1.0,long only,ATR,2.0,81,44.44,0.93,-1515.79,-0.1871,101,45.54,0.776,-3872.18,-0.3834
4h,1.0,short only,ATR,2.0,93,40.86,0.802,-5734.35,-0.6166,100,40.0,0.666,-5563.29,-0.5647
4h,1.0,both,ATR,3.0,141,53.19,0.868,-6477.0,-0.4594,159,54.72,0.843,-4624.21,-0.2961
4h,1.0,long only,ATR,3.0,68,55.88,0.911,-1946.97,-0.2863,80,57.5,0.91,-1308.29,-0.1635
4h,1.0,short only,ATR,3.0,73,50.68,0.834,-4530.03,-0.6206,79,51.9,0.78,-3315.92,-0.4303
4h,1.0,both,ATR,4.0,134,55.97,0.713,-16237.75,-1.2118,143,60.14,0.803,-5834.57,-0.4138
4h,1.0,long only,ATR,4.0,64,59.38,0.759,-6003.56,-0.9381,71,63.38,0.938,-815.37,-0.1148
4h,1.0,short only,ATR,4.0,70,52.86,0.677,-10234.19,-1.462,72,56.94,0.698,-5019.21,-0.7087
4h,2.0,both,Percent,0.625,283,9.54,0.697,-5792.07,-0.2047,267,13.48,0.745,-4206.07,-0.1596
4h,2.0,long only,Percent,0.625,127,11.02,1.043,363.95,0.0287,129,13.18,0.733,-2164.05,-0.1678
4h,2.0,short only,Percent,0.625,156,8.33,0.426,-6156.02,-0.3946,138,13.77,0.757,-2042.02,-0.1519
4h,2.0,both,Percent,1.5,246,20.73,0.871,-4047.45,-0.1645,219,24.66,0.73,-7036.62,-0.3251
4h,2.0,long only,Percent,1.5,109,20.18,0.87,-1812.19,-0.1663,110,26.36,0.813,-2434.72,-0.2213
4h,2.0,short only,Percent,1.5,137,21.17,0.871,-2235.26,-0.1632,109,22.94,0.649,-4601.91,-0.4298
4h,2.0,both,Percent,3.0,199,32.16,0.947,-2198.72,-0.1105,166,39.16,0.71,-8933.61,-0.5432
4h,2.0,long only,Percent,3.0,89,32.58,1.02,371.55,0.0417,86,40.7,0.762,-3768.13,-0.4382
4h,2.0,short only,Percent,3.0,110,31.82,0.888,-2570.27,-0.2337,80,37.5,0.655,-5165.47,-0.6561
4h,2.0,both,Percent,5.0,158,41.14,0.878,-5581.62,-0.3533,126,53.17,0.794,-6031.83,-0.4853
4h,2.0,long only,Percent,5.0,70,42.86,0.963,-731.31,-0.1045,66,54.55,0.813,-2868.19,-0.4346
4h,2.0,short only,Percent,5.0,88,39.77,0.812,-4850.31,-0.5512,60,51.67,0.773,-3163.64,-0.5412
4h,2.0,both,Percent,8.0,136,50.0,0.813,-9773.21,-0.7186,99,67.68,0.885,-2865.22,-0.2818
4h,2.0,long only,Percent,8.0,59,54.24,0.929,-1491.89,-0.2529,53,69.81,0.896,-1344.43,-0.2537
4h,2.0,short only,Percent,8.0,77,46.75,0.733,-8281.32,-1.0755,46,65.22,0.873,-1520.78,-0.3142
4h,2.0,both,1R to TP,,124,49.19,0.853,-6483.85,-0.5229,108,56.48,0.956,-1059.65,-0.0911
4h,2.0,long only,1R to TP,,58,46.55,0.95,-862.27,-0.1487,58,53.45,1.098,970.55,0.1673
4h,2.0,short only,1R to TP,,66,51.52,0.79,-5621.58,-0.8518,50,60.0,0.846,-2030.2,-0.391
4h,2.0,both,ATR,1.0,202,30.69,1.017,645.28,0.0319,231,24.24,0.704,-8184.07,-0.3567
4h,2.0,long only,ATR,1.0,88,32.95,1.182,2893.72,0.3288,111,28.83,0.816,-2520.79,-0.2271
4h,2.0,short only,ATR,1.0,114,28.95,0.899,-2248.45,-0.1972,120,20.0,0.596,-5663.29,-0.4765
4h,2.0,both,ATR,1.5,173,37.57,0.997,-121.8,-0.007,196,32.65,0.753,-7596.28,-0.3918
4h,2.0,long only,ATR,1.5,77,37.66,1.039,723.23,0.0939,98,34.69,0.755,-4021.83,-0.4104
4h,2.0,short only,ATR,1.5,96,37.5,0.965,-845.03,-0.088,98,30.61,0.75,-3574.45,-0.3732
4h,2.0,both,ATR,2.0,162,41.36,0.86,-6971.72,-0.4304,165,39.39,0.73,-8369.98,-0.5123
4h,2.0,long only,ATR,2.0,71,42.25,0.933,-1407.61,-0.1983,83,42.17,0.777,-3592.51,-0.4328
4h,2.0,short only,ATR,2.0,91,40.66,0.807,-5564.11,-0.6114,82,36.59,0.681,-4777.47,-0.5928
4h,2.0,both,ATR,3.0,130,52.31,0.877,-5889.33,-0.453,127,52.76,0.882,-3087.47,-0.2497
4h,2.0,long only,ATR,3.0,59,54.24,0.924,-1610.32,-0.2729,64,56.25,0.953,-622.39,-0.0972
4h,2.0,short only,ATR,3.0,71,50.7,0.841,-4279.01,-0.6027,63,49.21,0.814,-2465.08,-0.4045
4h,2.0,both,ATR,4.0,123,55.28,0.714,-15963.57,-1.2979,111,59.46,0.869,-3335.34,-0.308
4h,2.0,long only,ATR,4.0,55,58.18,0.753,-6061.18,-1.102,55,63.64,1.024,274.56,0.0499
4h,2.0,short only,ATR,4.0,68,52.94,0.684,-9902.39,-1.4562,56,55.36,0.747,-3609.9,-0.6595
4h,3.0,both,Percent,0.625,259,9.27,0.726,-4809.41,-0.1857,240,10.42,0.665,-5184.37,-0.2183
4h,3.0,long only,Percent,0.625,114,11.4,1.141,1058.79,0.0929,110,10.0,0.674,-2358.62,-0.2144
4h,3.0,short only,Percent,0.625,145,7.59,0.416,-5868.2,-0.4047,130,10.77,0.657,-2825.75,-0.2216
4h,3.0,both,Percent,1.5,227,20.26,0.907,-2718.38,-0.1198,198,22.22,0.707,-7101.88,-0.3629
4h,3.0,long only,Percent,1.5,98,20.41,0.942,-732.06,-0.0747,95,24.21,0.828,-1988.86,-0.2094
4h,3.0,short only,Percent,1.5,129,20.16,0.88,-1986.31,-0.154,103,20.39,0.601,-5113.02,-0.5045
4h,3.0,both,Percent,3.0,181,33.15,1.038,1418.35,0.0784,149,35.57,0.687,-9152.71,-0.6199
4h,3.0,long only,Percent,3.0,79,35.44,1.191,2989.31,0.3784,74,36.49,0.76,-3496.49,-0.4725
4h,3.0,short only,Percent,3.0,102,31.37,0.927,-1570.96,-0.154,75,34.67,0.615,-5656.23,-0.7653
4h,3.0,both,Percent,5.0,148,41.89,0.938,-2631.93,-0.1778,112,50.89,0.796,-5554.95,-0.5034
4h,3.0,long only,Percent,5.0,64,45.31,1.104,1804.35,0.2819,57,52.63,0.848,-2100.66,-0.3685
4h,3.0,short only,Percent,5.0,84,39.29,0.821,-4436.28,-0.5281,55,49.09,0.744,-3454.29,-0.6432
4h,3.0,both,Percent,8.0,127,49.61,0.848,-7435.59,-0.5855,88,64.77,0.874,-3048.02,-0.3378
4h,3.0,long only,Percent,8.0,54,53.7,0.991,-168.6,-0.0312,46,67.39,0.92,-974.99,-0.212
4h,3.0,short only,Percent,8.0,73,46.58,0.753,-7266.99,-0.9955,42,61.9,0.825,-2073.03,-0.4756
4h,3.0,both,1R to TP,,108,53.7,0.901,-4068.37,-0.3767,91,57.14,0.955,-1006.27,-0.1023
4h,3.0,long only,1R to TP,,48,54.17,1.062,947.09,0.1973,46,56.52,1.189,1594.51,0.3466
4h,3.0,short only,1R to TP,,60,53.33,0.805,-5015.46,-0.8359,45,57.78,0.797,-2600.78,-0.5612
4h,3.0,both,ATR,1.0,184,31.52,1.075,2646.07,0.1438,207,21.26,0.665,-8772.26,-0.4264
4h,3.0,long only,ATR,1.0,78,34.62,1.311,4384.21,0.5621,95,26.32,0.804,-2446.0,-0.2575
4h,3.0,short only,ATR,1.0,106,29.25,0.918,-1738.14,-0.164,112,16.96,0.538,-6326.26,-0.5697
4h,3.0,both,ATR,1.5,157,38.22,1.064,2477.1,0.1578,176,30.11,0.732,-7804.66,-0.4482
4h,3.0,long only,ATR,1.5,68,39.71,1.175,2833.74,0.4167,83,32.53,0.76,-3564.85,-0.4295
4h,3.0,short only,ATR,1.5,89,37.08,0.984,-356.64,-0.0401,93,27.96,0.702,-4239.81,-0.4649
4h,3.0,both,ATR,2.0,147,42.18,0.919,-3684.35,-0.2506,147,37.41,0.722,-8094.56,-0.5563
4h,3.0,long only,ATR,2.0,63,44.44,1.058,1057.96,0.1679,70,41.43,0.812,-2693.59,-0.3848
4h,3.0,short only,ATR,2.0,84,40.48,0.827,-4742.3,-0.5646,77,33.77,0.635,-5400.97,-0.7123
4h,3.0,both,ATR,3.0,119,52.94,0.933,-2959.54,-0.2487,112,50.89,0.872,-3171.55,-0.2906
4h,3.0,long only,ATR,3.0,52,55.77,1.046,834.19,0.1604,54,55.56,0.986,-166.66,-0.0309
4h,3.0,short only,ATR,3.0,67,50.75,0.853,-3793.73,-0.5662,58,46.55,0.77,-3004.89,-0.5325
4h,3.0,both,ATR,4.0,113,55.75,0.759,-12342.74,-1.0923,97,57.73,0.855,-3493.74,-0.3688
4h,3.0,long only,ATR,4.0,49,59.18,0.846,-3282.88,-0.67,46,63.04,1.055,572.27,0.1244
4h,3.0,short only,ATR,4.0,64,53.12,0.697,-9059.86,-1.4156,51,52.94,0.708,-4066.01,-0.8136
4h,5.0,both,Percent,0.625,216,7.41,0.739,-3938.27,-0.1823,171,6.43,0.535,-5377.19,-0.3176
4h,5.0,long only,Percent,0.625,97,9.28,1.15,989.55,0.102,77,6.49,0.547,-2384.1,-0.3096
4h,5.0,short only,Percent,0.625,119,5.88,0.421,-4927.82,-0.4141,94,6.38,0.525,-2993.09,-0.3242
4h,5.0,both,Percent,1.5,191,16.75,0.888,-2915.79,-0.1527,140,13.57,0.517,-9295.5,-0.6699
4h,5.0,long only,Percent,1.5,85,16.47,0.879,-1392.98,-0.1639,64,15.62,0.617,-3322.11,-0.5191
4h,5.0,short only,Percent,1.5,106,16.98,0.894,-1522.81,-0.1437,76,11.84,0.437,-5973.39,-0.7969
4h,5.0,both,Percent,3.0,151,29.14,1.029,983.72,0.0651,104,24.04,0.491,-12390.61,-1.1994
4h,5.0,long only,Percent,3.0,66,31.82,1.189,2647.89,0.4012,50,28.0,0.615,-4299.54,-0.8599
4h,5.0,short only,Percent,3.0,85,27.06,0.915,-1664.18,-0.1958,54,20.37,0.388,-8091.07,-1.5138
4h,5.0,both,Percent,5.0,120,38.33,0.956,-1643.64,-0.137,75,38.67,0.602,-9270.1,-1.2471
4h,5.0,long only,Percent,5.0,51,43.14,1.168,2489.04,0.488,39,41.03,0.649,-4122.05,-1.0569
4h,5.0,short only,Percent,5.0,69,34.78,0.818,-4132.68,-0.5989,36,36.11,0.555,-5148.05,-1.4532
4h,5.0,both,Percent,8.0,101,46.53,0.877,-5314.26,-0.5262,58,53.45,0.646,-7540.86,-1.2872
4h,5.0,long only,Percent,8.0,42,52.38,1.078,1261.8,0.3004,30,56.67,0.712,-3034.67,-1.0116
4h,5.0,short only,Percent,8.0,59,42.37,0.756,-6576.06,-1.1146,28,50.0,0.581,-4506.19,-1.5824
4h,5.0,both,1R to TP,,82,52.44,0.88,-4541.67,-0.5539,55,50.91,0.74,-4498.84,-0.8043
4h,5.0,long only,1R to TP,,36,52.78,1.042,578.0,0.1606,26,53.85,1.066,377.31,0.1451
4h,5.0,short only,1R to TP,,46,52.17,0.788,-5119.66,-1.113,29,48.28,0.575,-4876.15,-1.6554
4h,5.0,both,ATR,1.0,149,29.53,1.094,2968.34,0.1992,145,14.48,0.502,-10565.52,-0.7324
4h,5.0,long only,ATR,1.0,65,32.31,1.298,3857.35,0.5934,64,18.75,0.586,-4131.56,-0.6456
4h,5.0,short only,ATR,1.0,84,27.38,0.953,-889.01,-0.1058,81,11.11,0.428,-6433.96,-0.8011
4h,5.0,both,ATR,1.5,126,35.71,1.076,2658.75,0.211,119,21.01,0.558,-10535.06,-0.8923
4h,5.0,long only,ATR,1.5,55,38.18,1.194,2823.68,0.5134,53,24.53,0.59,-4797.18,-0.9051
4h,5.0,short only,ATR,1.5,71,33.8,0.992,-164.93,-0.0232,66,18.18,0.528,-5737.88,-0.882
4h,5.0,both,ATR,2.0,116,40.52,0.944,-2294.06,-0.1978,97,25.77,0.508,-12054.49,-1.2513
4h,5.0,long only,ATR,2.0,50,44.0,1.097,1564.7,0.3129,43,32.56,0.618,-4333.63,-1.0078
4h,5.0,short only,ATR,2.0,66,37.88,0.843,-3858.76,-0.5847,54,20.37,0.413,-7720.87,-1.4452
4h,5.0,both,ATR,3.0,93,50.54,0.93,-2827.38,-0.304,73,36.99,0.606,-8848.77,-1.2236
4h,5.0,long only,ATR,3.0,39,56.41,1.122,1864.58,0.4781,34,44.12,0.724,-2807.98,-0.8259
4h,5.0,short only,ATR,3.0,54,46.3,0.812,-4691.96,-0.8689,39,30.77,0.51,-6040.79,-1.5703
4h,5.0,both,ATR,4.0,87,54.02,0.762,-10988.28,-1.263,62,43.55,0.586,-9136.3,-1.487
4h,5.0,long only,ATR,4.0,36,61.11,0.925,-1304.34,-0.3623,28,50.0,0.756,-2166.53,-0.7738
4h,5.0,short only,ATR,4.0,51,49.02,0.663,-9683.94,-1.8988,34,38.24,0.473,-6969.77,-2.0744
1d,0.15,both,Percent,0.625,43,9.3,3.521,6665.69,1.5502,57,3.51,0.162,-3307.91,-0.5803
1d,0.15,long only,Percent,0.625,17,23.53,12.027,8535.4,5.0208,32,3.12,0.068,-2049.73,-0.6405
1d,0.15,short only,Percent,0.625,26,0.0,0.0,-1869.71,-0.7191,25,4.0,0.281,-1258.18,-0.5033
1d,0.15,both,Percent,1.5,41,12.2,2.277,6557.49,1.5994,56,14.29,0.636,-2747.93,-0.4907
1d,0.15,long only,Percent,1.5,17,23.53,5.647,7660.84,4.5064,32,15.62,0.748,-1052.43,-0.3289
1d,0.15,short only,Percent,1.5,24,4.17,0.683,-1103.35,-0.4597,24,12.5,0.497,-1695.5,-0.7065
1d,0.15,both,Percent,3.0,40,15.0,1.384,3521.84,0.8805,46,26.09,0.848,-1562.11,-0.3396
1d,0.15,long only,Percent,3.0,17,23.53,2.957,6161.59,3.6245,27,22.22,0.619,-2365.8,-0.8762
1d,0.15,short only,Percent,3.0,23,8.7,0.561,-2639.75,-1.1477,19,31.58,1.199,803.68,0.423
1d,0.15,both,Percent,5.0,35,20.0,1.304,3609.93,1.0314,40,32.5,0.678,-4274.07,-1.0685
1d,0.15,long only,Percent,5.0,16,25.0,1.991,4591.35,2.8696,22,27.27,0.455,-4176.95,-1.8986
1d,0.15,short only,Percent,5.0,19,15.79,0.864,-981.42,-0.5165,18,38.89,0.983,-97.12,-0.054
1d,0.15,both,Percent,8.0,31,25.81,1.154,2263.45,0.7301,33,39.39,0.581,-6449.63,-1.9544
1d,0.15,long only,Percent,8.0,14,28.57,1.543,3098.3,2.2131,19,31.58,0.354,-6284.5,-3.3076
1d,0.15,short only,Percent,8.0,17,23.53,0.907,-834.85,-0.4911,14,50.0,0.971,-165.13,-0.1179
1d,0.15,both,1R to TP,,24,37.5,0.863,-2971.46,-1.2381,22,45.45,0.537,-5165.46,-2.3479
1d,0.15,long only,1R to TP,,10,40.0,1.435,2298.83,2.2988,12,33.33,0.203,-5724.44,-4.7704
1d,0.15,short only,1R to TP,,14,35.71,0.678,-5270.29,-3.7645,10,60.0,1.141,558.98,0.559
1d,0.15,both,ATR,1.0,33,21.21,1.208,2800.51,0.8486,45,26.67,0.658,-4517.34,-1.0039
1d,0.15,long only,ATR,1.0,15,26.67,2.405,5142.51,3.4283,26,23.08,0.46,-4521.43,-1.739
1d,0.15,short only,ATR,1.0,18,16.67,0.762,-2342.0,-1.3011,19,31.58,1.001,4.1,0.0022
1d,0.15,both,ATR,1.5,32,28.12,1.19,3368.07,1.0525,39,33.33,0.585,-6447.65,-1.6532
1d,0.15,long only,ATR,1.5,15,26.67,1.621,3372.51,2.2483,22,27.27,0.361,-6310.66,-2.8685
1d,0.15,short only,ATR,1.5,17,29.41,1.0,-4.44,-0.0026,17,41.18,0.976,-136.99,-0.0806
1d,0.15,both,ATR,2.0,29,31.03,1.068,1336.17,0.4607,31,41.94,0.594,-6132.6,-1.9783
1d,0.15,long only,ATR,2.0,13,30.77,1.636,3422.96,2.633,18,33.33,0.34,-6701.01,-3.7228
1d,0.15,short only,ATR,2.0,16,31.25,0.855,-2086.8,-1.3042,13,53.85,1.115,568.41,0.4372
1d,0.15,both,ATR,3.0,24,37.5,1.029,527.45,0.2198,26,50.0,0.565,-6691.87,-2.5738
1d,0.15,long only,ATR,3.0,11,36.36,1.33,1879.14,1.7083,14,42.86,0.356,-6244.58,-4.4604
1d,0.15,short only,ATR,3.0,13,38.46,0.892,-1351.69,-1.0398,12,58.33,0.921,-447.29,-0.3727
1d,0.15,both,ATR,4.0,23,39.13,0.829,-3867.95,-1.6817,22,59.09,0.581,-5756.45,-2.6166
1d,0.15,long only,ATR,4.0,10,40.0,1.267,1596.02,1.596,12,50.0,0.362,-6086.05,-5.0717
1d,0.15,short only,ATR,4.0,13,38.46,0.671,-5463.97,-4.2031,10,70.0,1.078,329.6,0.3296
1d,0.5,both,Percent,0.625,41,9.76,3.531,6673.13,1.6276,57,3.51,0.162,-3307.91,-0.5803
1d,0.5,long only,Percent,0.625,15,26.67,12.144,8542.84,5.6952,32,3.12,0.068,-2049.73,-0.6405
1d,0.5,short only,Percent,0.625,26,0.0,0.0,-1869.71,-0.7191,25,4.0,0.281,-1258.18,-0.5033
1d,0.5,both,Percent,1.5,39,12.82,2.281,6564.93,1.6833,56,14.29,0.636,-2747.93,-0.4907
1d,0.5,long only,Percent,1.5,15,26.67,5.673,7668.28,5.1122,32,15.62,0.748,-1052.43,-0.3289
1d,0.5,short only,Percent,1.5,24,4.17,0.683,-1103.35,-0.4597,24,12.5,0.497,-1695.5,-0.7065
1d,0.5,both,Percent,3.0,38,15.79,1.386,3529.28,0.9288,46,26.09,0.848,-1562.11,-0.3396
1d,0.5,long only,Percent,3.0,15,26.67,2.964,6169.03,4.1127,27,22.22,0.619,-2365.8,-0.8762
1d,0.5,short only,Percent,3.0,23,8.7,0.561,-2639.75,-1.1477,19,31.58,1.199,803.68,0.423
1d,0.5,both,Percent,5.0,33,21.21,1.305,3617.37,1.0962,40,32.5,0.678,-4274.07,-1.0685
1d,0.5,long only,Percent,5.0,14,28.57,1.995,4598.79,3.2849,22,27.27,0.455,-4176.95,-1.8986
1d,0.5,short only,Percent,5.0,19,15.79,0.864,-981.42,-0.5165,18,38.89,0.983,-97.12,-0.054
1d,0.5,both,Percent,8.0,29,27.59,1.154,2270.89,0.7831,33,39.39,0.581,-6449.63,-1.9544
1d,0.5,long only,Percent,8.0,12,33.33,1.545,3105.74,2.5881,19,31.58,0.354,-6284.5,-3.3076
1d,0.5,short only,Percent,8.0,17,23.53,0.907,-834.85,-0.4911,14,50.0,0.971,-165.13,-0.1179
1d,0.5,both,1R to TP,,22,40.91,0.863,-2964.02,-1.3473,22,45.45,0.537,-5165.46,-2.3479
1d,0.5,long only,1R to TP,,8,50.0,1.437,2306.27,2.8828,12,33.33,0.203,-5724.44,-4.7704
1d,0.5,short only,1R to TP,,14,35.71,0.678,-5270.29,-3.7645,10,60.0,1.141,558.98,0.559
1d,0.5,both,ATR,1.0,31,22.58,1.208,2807.95,0.9058,45,26.67,0.658,-4517.34,-1.0039
1d,0.5,long only,ATR,1.0,13,30.77,2.41,5149.95,3.9615,26,23.08,0.46,-4521.43,-1.739
1d,0.5,short only,ATR,1.0,18,16.67,0.762,-2342.0,-1.3011,19,31.58,1.001,4.1,0.0022
1d,0.5,both,ATR,1.5,30,30.0,1.19,3375.51,1.1252,39,33.33,0.585,-6447.65,-1.6532
1d,0.5,long only,ATR,1.5,13,30.77,1.623,3379.95,2.6,22,27.27,0.361,-6310.66,-2.8685
1d,0.5,short only,ATR,1.5,17,29.41,1.0,-4.44,-0.0026,17,41.18,0.976,-136.99,-0.0806
1d,0.5,both,ATR,2.0,27,33.33,1.068,1343.61,0.4976,31,41.94,0.594,-6132.6,-1.9783
1d,0.5,long only,ATR,2.0,11,36.36,1.638,3430.4,3.1185,18,33.33,0.34,-6701.01,-3.7228
1d,0.5,short only,ATR,2.0,16,31.25,0.855,-2086.8,-1.3042,13,53.85,1.115,568.41,0.4372
1d,0.5,both,ATR,3.0,22,40.91,1.029,534.89,0.2431,26,50.0,0.565,-6691.87,-2.5738
1d,0.5,long only,ATR,3.0,9,44.44,1.331,1886.58,2.0962,14,42.86,0.356,-6244.58,-4.4604
1d,0.5,short only,ATR,3.0,13,38.46,0.892,-1351.69,-1.0398,12,58.33,0.921,-447.29,-0.3727
1d,0.5,both,ATR,4.0,21,42.86,0.829,-3860.52,-1.8383,22,59.09,0.581,-5756.45,-2.6166
1d,0.5,long only,ATR,4.0,8,50.0,1.268,1603.45,2.0043,12,50.0,0.362,-6086.05,-5.0717
1d,0.5,short only,ATR,4.0,13,38.46,0.671,-5463.97,-4.2031,10,70.0,1.078,329.6,0.3296
1d,1.0,both,Percent,0.625,41,9.76,3.531,6673.13,1.6276,57,3.51,0.162,-3307.91,-0.5803
1d,1.0,long only,Percent,0.625,15,26.67,12.144,8542.84,5.6952,32,3.12,0.068,-2049.73,-0.6405
1d,1.0,short only,Percent,0.625,26,0.0,0.0,-1869.71,-0.7191,25,4.0,0.281,-1258.18,-0.5033
1d,1.0,both,Percent,1.5,39,12.82,2.281,6564.93,1.6833,56,14.29,0.636,-2747.93,-0.4907
1d,1.0,long only,Percent,1.5,15,26.67,5.673,7668.28,5.1122,32,15.62,0.748,-1052.43,-0.3289
1d,1.0,short only,Percent,1.5,24,4.17,0.683,-1103.35,-0.4597,24,12.5,0.497,-1695.5,-0.7065
1d,1.0,both,Percent,3.0,38,15.79,1.386,3529.28,0.9288,46,26.09,0.848,-1562.11,-0.3396
1d,1.0,long only,Percent,3.0,15,26.67,2.964,6169.03,4.1127,27,22.22,0.619,-2365.8,-0.8762
1d,1.0,short only,Percent,3.0,23,8.7,0.561,-2639.75,-1.1477,19,31.58,1.199,803.68,0.423
1d,1.0,both,Percent,5.0,33,21.21,1.305,3617.37,1.0962,40,32.5,0.678,-4274.07,-1.0685
1d,1.0,long only,Percent,5.0,14,28.57,1.995,4598.79,3.2849,22,27.27,0.455,-4176.95,-1.8986
1d,1.0,short only,Percent,5.0,19,15.79,0.864,-981.42,-0.5165,18,38.89,0.983,-97.12,-0.054
1d,1.0,both,Percent,8.0,29,27.59,1.154,2270.89,0.7831,33,39.39,0.581,-6449.63,-1.9544
1d,1.0,long only,Percent,8.0,12,33.33,1.545,3105.74,2.5881,19,31.58,0.354,-6284.5,-3.3076
1d,1.0,short only,Percent,8.0,17,23.53,0.907,-834.85,-0.4911,14,50.0,0.971,-165.13,-0.1179
1d,1.0,both,1R to TP,,22,40.91,0.863,-2964.02,-1.3473,22,45.45,0.537,-5165.46,-2.3479
1d,1.0,long only,1R to TP,,8,50.0,1.437,2306.27,2.8828,12,33.33,0.203,-5724.44,-4.7704
1d,1.0,short only,1R to TP,,14,35.71,0.678,-5270.29,-3.7645,10,60.0,1.141,558.98,0.559
1d,1.0,both,ATR,1.0,31,22.58,1.208,2807.95,0.9058,45,26.67,0.658,-4517.34,-1.0039
1d,1.0,long only,ATR,1.0,13,30.77,2.41,5149.95,3.9615,26,23.08,0.46,-4521.43,-1.739
1d,1.0,short only,ATR,1.0,18,16.67,0.762,-2342.0,-1.3011,19,31.58,1.001,4.1,0.0022
1d,1.0,both,ATR,1.5,30,30.0,1.19,3375.51,1.1252,39,33.33,0.585,-6447.65,-1.6532
1d,1.0,long only,ATR,1.5,13,30.77,1.623,3379.95,2.6,22,27.27,0.361,-6310.66,-2.8685
1d,1.0,short only,ATR,1.5,17,29.41,1.0,-4.44,-0.0026,17,41.18,0.976,-136.99,-0.0806
1d,1.0,both,ATR,2.0,27,33.33,1.068,1343.61,0.4976,31,41.94,0.594,-6132.6,-1.9783
1d,1.0,long only,ATR,2.0,11,36.36,1.638,3430.4,3.1185,18,33.33,0.34,-6701.01,-3.7228
1d,1.0,short only,ATR,2.0,16,31.25,0.855,-2086.8,-1.3042,13,53.85,1.115,568.41,0.4372
1d,1.0,both,ATR,3.0,22,40.91,1.029,534.89,0.2431,26,50.0,0.565,-6691.87,-2.5738
1d,1.0,long only,ATR,3.0,9,44.44,1.331,1886.58,2.0962,14,42.86,0.356,-6244.58,-4.4604
1d,1.0,short only,ATR,3.0,13,38.46,0.892,-1351.69,-1.0398,12,58.33,0.921,-447.29,-0.3727
1d,1.0,both,ATR,4.0,21,42.86,0.829,-3860.52,-1.8383,22,59.09,0.581,-5756.45,-2.6166
1d,1.0,long only,ATR,4.0,8,50.0,1.268,1603.45,2.0043,12,50.0,0.362,-6086.05,-5.0717
1d,1.0,short only,ATR,4.0,13,38.46,0.671,-5463.97,-4.2031,10,70.0,1.078,329.6,0.3296
1d,2.0,both,Percent,0.625,39,10.26,3.548,6685.42,1.7142,57,3.51,0.162,-3307.91,-0.5803
1d,2.0,long only,Percent,0.625,14,28.57,12.296,8552.32,6.1088,32,3.12,0.068,-2049.73,-0.6405
1d,2.0,short only,Percent,0.625,25,0.0,0.0,-1866.9,-0.7468,25,4.0,0.281,-1258.18,-0.5033
1d,2.0,both,Percent,1.5,37,13.51,2.286,6577.21,1.7776,56,14.29,0.636,-2747.93,-0.4907
1d,2.0,long only,Percent,1.5,14,28.57,5.705,7677.76,5.4841,32,15.62,0.748,-1052.43,-0.3289
1d,2.0,short only,Percent,1.5,23,4.35,0.684,-1100.54,-0.4785,24,12.5,0.497,-1695.5,-0.7065
1d,2.0,both,Percent,3.0,36,16.67,1.387,3541.57,0.9838,46,26.09,0.848,-1562.11,-0.3396
1d,2.0,long only,Percent,3.0,14,28.57,2.973,6178.51,4.4132,27,22.22,0.619,-2365.8,-0.8762
1d,2.0,short only,Percent,3.0,22,9.09,0.561,-2636.94,-1.1986,19,31.58,1.199,803.68,0.423
1d,2.0,both,Percent,5.0,31,22.58,1.306,3629.66,1.1709,40,32.5,0.678,-4274.07,-1.0685
